host_ID,host_species,village,grid,season,total_reads,asv_ID,reads
2757,Rattus rattus,Mandena,agroforest,3,12437,ASV_1,0.20905363029669535
2758,Rattus rattus,Mandena,agroforest,3,17727,ASV_1,0.6662717887967508
2759,Rattus rattus,Mandena,agroforest,3,8335,ASV_1,0.019076184763047392
2764,Rattus rattus,Mandena,village,3,17854,ASV_1,0.036518427243194804
2766,Rattus rattus,Mandena,agroforest,3,13480,ASV_1,0.08620178041543027
2792,Rattus rattus,Sarahandrano,brushy_regrowth,1,14059,ASV_1,0.020627356141973113
2807,Rattus rattus,Sarahandrano,brushy_regrowth,1,17935,ASV_1,0.050292723724560916
2811,Rattus rattus,Sarahandrano,brushy_regrowth,1,10571,ASV_1,0.5821587361649797
2812,Rattus rattus,Sarahandrano,brushy_regrowth,1,14290,ASV_1,0.054723582925122465
2819,Rattus rattus,Sarahandrano,agriculture,1,12858,ASV_1,0.40892829366931094
2820,Rattus rattus,Sarahandrano,agriculture,1,16089,ASV_1,0.027410031698676115
2821,Rattus rattus,Sarahandrano,agriculture,1,20544,ASV_1,0.029156931464174456
2826,Rattus rattus,Sarahandrano,agriculture,1,15237,ASV_1,0.04685961803504627
2827,Rattus rattus,Sarahandrano,agriculture,1,8733,ASV_1,0.028856063208519408
2828,Rattus rattus,Sarahandrano,agriculture,1,11439,ASV_1,0.04082524696214704
2829,Rattus rattus,Sarahandrano,agriculture,1,33914,ASV_1,0.022498083387391638
2831,Rattus rattus,Sarahandrano,agriculture,1,15525,ASV_1,0.0700805152979066
2832,Rattus rattus,Sarahandrano,agriculture,1,28771,ASV_1,0.25543081575197246
2839,Rattus rattus,Sarahandrano,agriculture,1,47783,ASV_1,0.02385785739698219
2846,Rattus rattus,Sarahandrano,agriculture,1,14226,ASV_1,0.1097989596513426
2847,Rattus rattus,Sarahandrano,agriculture,1,13975,ASV_1,0.039713774597495526
2934,Rattus rattus,Sarahandrano,agroforest,1,13955,ASV_1,0.07545682551056969
2975,Suncus murinus,Sarahandrano,flooded_rice,1,19621,ASV_1,0.17623974313235818
2982,Rattus rattus,Sarahandrano,village,1,16913,ASV_1,0.308401821084373
2983,Mus musculus,Sarahandrano,flooded_rice,1,34312,ASV_1,0.01873979948705992
3000,Rattus rattus,Sarahandrano,brushy_regrowth,2,17698,ASV_1,0.5119787546615436
3001,Rattus rattus,Sarahandrano,brushy_regrowth,2,14596,ASV_1,0.2799397095094546
3003,Mus musculus,Sarahandrano,brushy_regrowth,2,25049,ASV_1,0.6442971775320372
3005,Rattus rattus,Sarahandrano,brushy_regrowth,2,16888,ASV_1,0.349301279014685
3007,Mus musculus,Sarahandrano,brushy_regrowth,2,11595,ASV_1,0.08486416558861579
3009,Mus musculus,Sarahandrano,brushy_regrowth,2,20957,ASV_1,0.021997423295318983
3011,Rattus rattus,Sarahandrano,brushy_regrowth,2,12338,ASV_1,0.04441562651969525
3015,Mus musculus,Sarahandrano,brushy_regrowth,2,17678,ASV_1,0.228758909378889
3020,Rattus rattus,Sarahandrano,agroforest,2,9705,ASV_1,0.13673364245234415
3023,Rattus rattus,Sarahandrano,agroforest,2,21603,ASV_1,0.6540295329352405
3024,Rattus rattus,Sarahandrano,agroforest,2,22156,ASV_1,0.22544683155804296
3028,Mus musculus,Sarahandrano,agroforest,2,12266,ASV_1,0.15791619109734226
3030,Rattus rattus,Sarahandrano,agroforest,2,28703,ASV_1,0.056335574678605026
3031,Rattus rattus,Sarahandrano,agroforest,2,16782,ASV_1,0.03706352043856513
3039,Rattus rattus,Sarahandrano,agroforest,2,11870,ASV_1,0.039090143218197135
3064,Rattus rattus,Sarahandrano,secondary_forest,2,18797,ASV_1,0.019471192211523117
3078,Mus musculus,Sarahandrano,flooded_rice,2,11183,ASV_1,0.04721452204238576
3082,Mus musculus,Sarahandrano,village,2,65180.00000000001,ASV_1,0.37448603866216634
3083,Mus musculus,Sarahandrano,village,2,12584,ASV_1,0.06643356643356643
3091,Mus musculus,Sarahandrano,flooded_rice,2,11377,ASV_1,0.025490023732091062
3093,Mus musculus,Sarahandrano,flooded_rice,2,41200,ASV_1,0.11842233009708737
3094,Rattus rattus,Sarahandrano,flooded_rice,2,26512.999999999996,ASV_1,0.07931957907441634
3097,Mus musculus,Sarahandrano,flooded_rice,2,20415,ASV_1,0.08929708547636542
3103,Mus musculus,Sarahandrano,village,2,19673,ASV_1,0.1106084481268744
3104,Rattus rattus,Sarahandrano,village,2,21244,ASV_1,0.31128789305215593
3105,Rattus rattus,Sarahandrano,village,2,45382,ASV_1,0.7235467806619365
3106,Mus musculus,Sarahandrano,flooded_rice,2,18482,ASV_1,0.023861053998485014
3113,Mus musculus,Sarahandrano,village,2,17310,ASV_1,0.15823223570190642
3114,Rattus rattus,Sarahandrano,village,2,42506,ASV_1,0.10996094668987907
3115,Rattus rattus,Sarahandrano,village,2,29285,ASV_1,0.5246713334471572
3118,Rattus rattus,Sarahandrano,flooded_rice,2,19787,ASV_1,0.05372214079951483
3119,Rattus rattus,Sarahandrano,village,2,21411,ASV_1,0.05053477184624726
3120,Rattus rattus,Sarahandrano,village,2,31672,ASV_1,0.5283215458449103
3127,Rattus rattus,Sarahandrano,agriculture,2,18072,ASV_1,0.04930278884462151
3136,Rattus rattus,Sarahandrano,agriculture,2,17757,ASV_1,0.03919581010305795
3137,Rattus rattus,Sarahandrano,agriculture,2,21303,ASV_1,0.0635591231281979
3138,Rattus rattus,Sarahandrano,agriculture,2,27061,ASV_1,0.012601160341450797
3162,Mus musculus,Sarahandrano,brushy_regrowth,3,46857,ASV_1,0.20545489467955694
3165,Mus musculus,Sarahandrano,brushy_regrowth,3,18487,ASV_1,0.2906907556661438
3168,Mus musculus,Sarahandrano,brushy_regrowth,3,20746,ASV_1,0.23469584498216522
3177,Rattus rattus,Sarahandrano,brushy_regrowth,3,16202,ASV_1,0.050240711023330456
3182,Rattus rattus,Sarahandrano,brushy_regrowth,3,12658,ASV_1,0.1606888924000632
3188,Mus musculus,Sarahandrano,brushy_regrowth,3,19980,ASV_1,0.1432932932932933
3193,Mus musculus,Sarahandrano,brushy_regrowth,3,23725,ASV_1,0.25690200210748154
3195,Mus musculus,Sarahandrano,brushy_regrowth,3,20578,ASV_1,0.33919720089415883
3201,Mus musculus,Sarahandrano,brushy_regrowth,3,24557,ASV_1,0.08702203037830354
3205,Mus musculus,Sarahandrano,brushy_regrowth,3,11467,ASV_1,0.21487747449202058
3209,Mus musculus,Sarahandrano,brushy_regrowth,3,42720,ASV_1,0.023384831460674157
3218,Rattus rattus,Sarahandrano,brushy_regrowth,3,19065,ASV_1,0.12929451875163914
3220,Rattus rattus,Sarahandrano,brushy_regrowth,3,14169,ASV_1,0.026466229091679016
3223,Mus musculus,Sarahandrano,brushy_regrowth,3,21789,ASV_1,0.07526733672954243
3229,Mus musculus,Sarahandrano,brushy_regrowth,3,34388,ASV_1,0.26474351517971384
3237,Mus musculus,Sarahandrano,brushy_regrowth,3,19955,ASV_1,0.03733400150338261
3243,Rattus rattus,Sarahandrano,agriculture,3,86300,ASV_1,0.7099768250289687
3248,Rattus rattus,Sarahandrano,agriculture,3,28070,ASV_1,0.2803348770929818
3250,Rattus rattus,Sarahandrano,agriculture,3,19540,ASV_1,0.05516888433981576
3273,Rattus rattus,Sarahandrano,agriculture,3,16880,ASV_1,0.08080568720379147
3279,Rattus rattus,Sarahandrano,agriculture,3,49598,ASV_1,0.26956732126295413
3281,Rattus rattus,Sarahandrano,agriculture,3,20050,ASV_1,0.1658354114713217
3282,Rattus rattus,Sarahandrano,agriculture,3,19780,ASV_1,0.03179979777553084
3286,Rattus rattus,Sarahandrano,agriculture,3,64255,ASV_1,0.015267294373978677
3299,Rattus rattus,Sarahandrano,agriculture,3,16079,ASV_1,0.1112631382548666
3300,Rattus rattus,Sarahandrano,agriculture,3,17940,ASV_1,0.02508361204013378
3302,Rattus rattus,Sarahandrano,agriculture,3,46886,ASV_1,0.082604615450241
3310,Rattus rattus,Sarahandrano,agriculture,3,16927,ASV_1,0.12819755420334378
3317,Rattus rattus,Sarahandrano,secondary_forest,3,16946,ASV_1,0.021716039183288093
3318,Rattus rattus,Sarahandrano,secondary_forest,3,17345,ASV_1,0.020870567886999137
3320,Rattus rattus,Sarahandrano,secondary_forest,3,47730,ASV_1,0.04642782317200922
3321,Rattus rattus,Sarahandrano,secondary_forest,3,15179,ASV_1,0.1869029580341261
3322,Rattus rattus,Sarahandrano,secondary_forest,3,18756,ASV_1,0.15152484538281083
3329,Rattus rattus,Sarahandrano,secondary_forest,3,29400,ASV_1,0.3384013605442177
3330,Rattus rattus,Sarahandrano,secondary_forest,3,23317,ASV_1,0.04344469700218725
3333,Rattus rattus,Sarahandrano,secondary_forest,3,12633,ASV_1,0.04638644819124515
3340,Rattus rattus,Sarahandrano,secondary_forest,3,13460,ASV_1,0.2828380386329866
3341,Rattus rattus,Sarahandrano,secondary_forest,3,29312,ASV_1,0.13209606986899564
3346,Rattus rattus,Sarahandrano,secondary_forest,3,9363,ASV_1,0.09932713873758411
3347,Rattus rattus,Sarahandrano,secondary_forest,3,29143,ASV_1,0.05280856466389871
3348,Rattus rattus,Sarahandrano,secondary_forest,3,15398,ASV_1,0.031107936095596832
3350,Rattus rattus,Sarahandrano,secondary_forest,3,32031,ASV_1,0.043176922356467175
3351,Rattus rattus,Sarahandrano,secondary_forest,3,29455,ASV_1,0.05326769648616534
3356,Rattus rattus,Sarahandrano,secondary_forest,3,52606,ASV_1,0.6825837356955481
3357,Rattus rattus,Sarahandrano,secondary_forest,3,32490,ASV_1,0.09553708833487227
3362,Rattus rattus,Sarahandrano,secondary_forest,3,15595,ASV_1,0.14357165758255852
3370,Mus musculus,Sarahandrano,agroforest,3,13866,ASV_1,0.6319774989182172
3371,Mus musculus,Sarahandrano,agroforest,3,71374,ASV_1,0.030094992574326785
3373,Rattus rattus,Sarahandrano,agroforest,3,24108,ASV_1,0.018997843039654887
3375,Rattus rattus,Sarahandrano,agroforest,3,14755,ASV_1,0.3063368349711962
3377,Rattus rattus,Sarahandrano,agroforest,3,11280,ASV_1,0.05939716312056738
3378,Rattus rattus,Sarahandrano,agroforest,3,41120,ASV_1,0.5977869649805447
3381,Rattus rattus,Sarahandrano,agroforest,3,22285,ASV_1,0.023109715054969712
3382,Rattus rattus,Sarahandrano,agroforest,3,22944,ASV_1,0.16204672245467225
3384,Rattus rattus,Sarahandrano,agroforest,3,13396,ASV_1,0.2788145715138847
3385,Rattus rattus,Sarahandrano,agroforest,3,12955,ASV_1,0.03504438440756465
3388,Mus musculus,Sarahandrano,agroforest,3,41288,ASV_1,0.423973067235032
3389,Mus musculus,Sarahandrano,agroforest,3,23771,ASV_1,0.2765133986790627
3394,Rattus rattus,Sarahandrano,agroforest,3,21567,ASV_1,0.0167385357258775
3400,Rattus rattus,Sarahandrano,agroforest,3,3116,ASV_1,0.015725288831835688
3401,Mus musculus,Sarahandrano,agroforest,3,21537,ASV_1,0.04434229465570878
3402,Mus musculus,Sarahandrano,agroforest,3,13802,ASV_1,0.021301260686856976
3403,Mus musculus,Sarahandrano,agroforest,3,5988,ASV_1,0.657314629258517
3404,Mus musculus,Sarahandrano,agroforest,3,51073,ASV_1,0.09752706909717464
3408,Rattus rattus,Sarahandrano,agroforest,3,16347,ASV_1,0.07212332538080382
3412,Mus musculus,Sarahandrano,agroforest,3,18474,ASV_1,0.023546606040922378
3413,Mus musculus,Sarahandrano,agroforest,3,16163,ASV_1,0.040710264183629274
3414,Rattus rattus,Sarahandrano,agroforest,3,7149,ASV_1,0.14673380892432508
3415,Rattus rattus,Sarahandrano,agroforest,3,3790.0000000000005,ASV_1,0.650131926121372
